         *     0.000         *         *     0.678     0.322     1.000     2.250 10010101 176 391
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.137 10110335 215 469
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.137 10110336 215 469
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.137 10110337 215 469
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.137 10110338 215 469
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.137 10110339 215 469
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.137 10110340 215 469
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.137 10110341 215 469
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.137 10110342 215 469
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.137 10110343 215 469
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.137 10110344 215 469
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120702 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120703 206 453
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.460 10120704 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120705 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120706 206 453
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.460 10120707 206 453
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.460 10120708 206 453
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.460 10120709 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120710 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120711 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120712 206 453
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.460 10120713 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120714 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120715 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120717 206 453
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.460 10120718 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120719 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120720 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120721 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120723 206 453
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.460 10120724 206 453
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.460 10120725 206 453
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.460 10120726 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120727 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120728 206 453
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.460 10120729 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120731 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120732 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120733 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.460 10120734 206 453
     1.000     1.000     1.000     0.000     0.002     0.998     2.000     1.460 10120735 206 453
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130101 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130102 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130103 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130104 173 387
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.648 10130105 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130106 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130107 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130108 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130109 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130111 173 387
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.648 10130112 173 387
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.648 10130113 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130114 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130115 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130116 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130117 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130118 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130120 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130121 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130123 173 387
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.648 10130126 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130128 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130129 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130130 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130131 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.648 10130132 173 387
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     1.648 10130133 173 387
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     1.648 10130134 173 387
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.648 10130135 173 387
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140201 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140202 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140203 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140204 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140205 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140206 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140207 225 489
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.841 10140208 225 489
     1.000     1.000     1.000     0.000     0.002     0.998     2.000     0.841 10140209 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140210 225 489
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.841 10140211 225 489
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.841 10140212 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140213 225 489
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.841 10140214 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140215 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140216 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140217 225 489
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     0.841 10140218 225 489
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.841 10140219 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140220 225 489
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.841 10140221 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140222 225 489
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.841 10140223 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140224 225 489
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.841 10140225 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140226 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140227 225 489
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.841 10140228 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140229 225 489
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.841 10140230 225 489
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.688 10150201 169 375
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.688 10150202 169 375
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.688 10150203 169 375
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.688 10150204 169 375
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.688 10150205 169 375
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.688 10150206 169 375
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     0.688 10150207 169 375
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.688 10150208 169 375
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.688 10150209 169 375
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.688 10150210 169 375
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.688 10150211 169 375
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.688 10150212 169 375
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.688 10150213 169 375
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.688 10150214 169 375
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.688 10150215 169 375
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.688 10150216 169 375
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.688 10150217 169 375
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     0.688 10150218 169 375
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.688 10150219 169 375
