         *     0.000         *         *     0.678     0.322     1.000     2.250 10010101 176 391
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.891 10870206 170 378
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.891 10870207 170 378
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.891 10870208 170 378
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.891 10870209 170 378
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.891 10870211 170 378
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.891 10870212 170 378
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.891 10870213 170 378
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.891 10870214 170 378
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.891 10870215 170 378
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.891 10870216 170 378
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.891 10870217 170 378
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.891 10870218 170 378
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.891 10870219 170 378
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.891 10870220 170 378
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.891 10870221 170 378
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.891 10870222 170 378
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.891 10870224 170 378
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.891 10870225 170 378
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.891 10870227 170 378
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.891 10870228 170 378
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.891 10870229 170 378
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.891 10870230 170 378
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880702 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880703 178 396
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     1.219 10880704 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880705 178 396
     0.000     0.000         *     1.000     0.147     0.853     2.000     1.219 10880706 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880707 178 396
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.219 10880708 178 396
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.219 10880709 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880710 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880711 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880712 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880713 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880714 178 396
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.219 10880715 178 396
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.219 10880716 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880718 178 396
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.219 10880719 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880720 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880721 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880722 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880723 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880725 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880726 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880727 178 396
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.219 10880728 178 396
     1.000     1.000     0.000     0.000     0.174     0.826     2.000     1.219 10880729 178 396
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.219 10880730 178 396
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.224 10890101 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890102 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890103 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890104 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890105 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890106 219 477
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.224 10890107 219 477
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.224 10890108 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890109 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890110 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890111 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890112 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890113 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890114 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890115 219 477
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.224 10890116 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890117 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890118 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890119 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890120 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890121 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890122 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890123 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890124 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890125 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890128 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890129 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890130 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890131 219 477
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.224 10890133 219 477
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     1.224 10890134 219 477
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.032 10900101 218 474
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.032 10900103 218 474
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.032 10900104 218 474
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.032 10900105 218 474
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     1.032 10900106 218 474
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.032 10900107 218 474
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.032 10900108 218 474
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.032 10900109 218 474
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.032 10900110 218 474
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     1.032 10900111 218 474
     0.000     0.000         *         *     0.688     0.312     1.000     1.032 10900112 218 474
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.032 10900113 218 474
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.032 10900115 218 474
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.032 10900116 218 474
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.032 10900117 218 474
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.032 10900118 218 474
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.032 10900119 218 474
         *     0.000         *         *     0.678     0.322     1.000     1.032 10900120 218 474
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.032 10900121 218 474
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.032 10900122 218 474
     0.000         *         *         *     0.671     0.329     1.000     1.032 10900124 218 474
     0.000     1.000     1.000     0.000     0.026     0.974     2.000     1.032 10900125 218 474
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.032 10900126 218 474
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.032 10900129 218 474
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.032 10900130 218 474
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.032 10900131 218 474
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.032 10900132 218 474
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.032 10900133 218 474
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.032 10900134 218 474
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.032 10900135 218 474
     1.000     0.000     0.000     0.000     0.442     0.558     2.000     1.032 10900136 218 474
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.032 10900137 218 474
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.196 10910401 198 435
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.196 10910402 198 435
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.196 10910403 198 435
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.196 10910405 198 435
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.196 10910406 198 435
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.196 10910407 198 435
     1.000     0.000     0.000     0.000     0.442     0.558     2.000     1.196 10910408 198 435
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.196 10910409 198 435
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.196 10910410 198 435
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.196 10910411 198 435
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.196 10910412 198 435
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.196 10910414 198 435
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.196 10910415 198 435
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.196 10910416 198 435
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.196 10910417 198 435
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.196 10910419 198 435
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.196 10910421 198 435
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.196 10910422 198 435
     1.000     0.000     0.000     0.000     0.442     0.558     2.000     1.196 10910423 198 435
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.196 10910424 198 435
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.196 10910425 198 435
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     1.196 10910426 198 435
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.196 10910427 198 435
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.196 10910428 198 435
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     1.196 10910430 198 435
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.196 10910431 198 435
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.196 10910432 198 435
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.356 10920101 216 472
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.356 10920102 216 472
         *     0.000     0.000     1.000     0.318     0.682     2.000     2.356 10920103 216 472
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.356 10920104 216 472
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     2.356 10920105 216 472
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.356 10920106 216 472
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.356 10920107 216 472
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.356 10920108 216 472
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.356 10920109 216 472
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.356 10920110 216 472
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     2.356 10920111 216 472
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.356 10920112 216 472
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.356 10920113 216 472
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.356 10920114 216 472
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.356 10920115 216 472
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.356 10920116 216 472
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.356 10920117 216 472
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.356 10920118 216 472
     0.000         *         *         *     0.671     0.329     1.000     2.356 10920119 216 472
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.356 10920120 216 472
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930201 172 382
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     0.680 10930202 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930203 172 382
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.680 10930204 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930205 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930206 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930207 172 382
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.680 10930208 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930209 172 382
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.680 10930210 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930213 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930214 172 382
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     0.680 10930215 172 382
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.680 10930216 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930217 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930218 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930219 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930220 172 382
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.680 10930221 172 382
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.680 10930222 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930223 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930224 172 382
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.680 10930225 172 382
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     0.680 10930226 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930227 172 382
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.680 10930228 172 382
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.680 10930229 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930230 172 382
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.680 10930231 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930232 172 382
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.680 10930233 172 382
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.680 10930236 172 382
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     0.680 10930237 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.680 10930238 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.666 10930601 172 382
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.666 10930602 172 382
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.666 10930603 172 382
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.666 10930604 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.666 10930605 172 382
     1.000     0.000     1.000     0.000     0.006     0.994     2.000     0.666 10930606 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.666 10930607 172 382
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.666 10930608 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.666 10930609 172 382
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.666 10930610 172 382
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.666 10930611 172 382
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.666 10930612 172 382
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.666 10930613 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.666 10930614 172 382
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.666 10930615 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.666 10930616 172 382
         *         *     0.000     0.000     0.924     0.076     1.000     0.666 10930619 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.666 10930621 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.666 10930622 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.666 10930623 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.666 10930624 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.666 10930625 172 382
     1.000     0.000     1.000     1.000     0.000     1.000     2.000     0.666 10930626 172 382
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.666 10930627 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.666 10930628 172 382
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.666 10930630 172 382
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.666 10930631 172 382
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.356 10940102 153 343
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.356 10940103 153 343
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.356 10940104 153 343
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.356 10940105 153 343
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.356 10940106 153 343
     1.000     1.000     0.000     0.000     0.174     0.826     2.000     2.356 10940107 153 343
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     2.356 10940108 153 343
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.356 10940109 153 343
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.356 10940110 153 343
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     2.356 10940111 153 343
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     2.356 10940112 153 343
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.356 10940113 153 343
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.201 10950301 213 465
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.201 10950302 213 465
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.201 10950303 213 465
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.201 10950304 213 465
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.201 10950306 213 465
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.201 10950307 213 465
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.201 10950308 213 465
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.201 10950309 213 465
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.201 10950310 213 465
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.201 10950311 213 465
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.201 10950312 213 465
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.201 10950313 213 465
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.201 10950314 213 465
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.201 10950315 213 465
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.201 10950316 213 465
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.201 10950317 213 465
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960201 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960202 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960203 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960204 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960205 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960206 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960207 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960208 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960209 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960210 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960211 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960212 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960213 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960214 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960215 213 466
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.368 10960216 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960217 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960218 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960219 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960220 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960221 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960222 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960223 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960224 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960225 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960226 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960227 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960228 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960229 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960230 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960231 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960232 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.368 10960233 213 466
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970101 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970102 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970103 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970105 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970106 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970107 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970108 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970109 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970110 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970111 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970112 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970113 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970115 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970116 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970117 199 437
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.205 10970118 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970119 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970120 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970121 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970122 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970123 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970124 199 437
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.205 10970125 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970126 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970127 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970128 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970129 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970130 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970131 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970132 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970133 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970135 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970136 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970137 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970138 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970139 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970140 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970141 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970142 199 437
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.205 10970144 199 437
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.205 10970145 199 437
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.724 10980101 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980102 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980103 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980104 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980105 197 432
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.724 10980106 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980107 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980108 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980109 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980110 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980111 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980112 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980113 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980115 197 432
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.724 10980116 197 432
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.724 10980117 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980118 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980119 197 432
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.724 10980120 197 432
